Lead Source,Do Not Email,Do Not Call,Converted,Country,Specialization,Through Recommendations,Tags,City,Last Notable Activity,Decision_Authority,Job Position
Direct Traffic,No,No,0,India,Human Resource Management,No,Ringing,Mumbai,Email Opened,1,Assistant Coordinator
Organic Search,No,No,0,Bangladesh,"Banking, Investment And Insurance",No,Ringing,Other Cities,Modified,2,Technical Specialist
Direct Traffic,No,No,1,India,Finance Management,No,Lost to EINS,Mumbai,Email Opened,4,Head of Marketing
Reference,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,Modified,5,CTO
Olark Chat,No,No,0,,Select,No,,,Modified,1,Intern
Google,No,No,1,India,"Banking, Investment And Insurance",No,Will revert after reading the email,Mumbai,Modified,2,Data Analyst
Referral Sites,No,No,0,India,Select,No,,Mumbai,Email Opened,2,Data Analyst
Google,No,No,0,India,Human Resource Management,No,Ringing,Mumbai,Email Opened,3,Project Manager
Google,No,No,0,India,IT Projects Management,No,Ringing,Mumbai,Email Opened,2,Software Engineer
Direct Traffic,No,No,0,India,E-Business,No,Interested in other courses,Mumbai,Modified,4,Head of Marketing
Google,Yes,No,1,India,Select,No,Will revert after reading the email,Mumbai,Email Bounced,2,Software Engineer
Organic Search,No,No,1,India,Select,No,Will revert after reading the email,Mumbai,Modified,2,Technical Specialist
Google,No,No,0,India,Select,No,,Mumbai,Email Opened,3,Team Lead
Google,No,No,1,India,Marketing Management,No,Will revert after reading the email,Mumbai,Email Opened,2,Business Consultant
Google,No,No,0,India,Select,No,,Mumbai,Email Opened,2,Software Engineer
Google,No,No,0,India,"Banking, Investment And Insurance",No,Ringing,Mumbai,Modified,1,Junior Developer
Referral Sites,No,No,0,India,Select,No,Ringing,Mumbai,Email Opened,2,Technical Specialist
Organic Search,No,No,0,India,Supply Chain Management,No,switched off,Mumbai,Modified,3,Project Manager
Organic Search,No,No,0,India,Select,No,,Mumbai,Email Link Clicked,1,Assistant Coordinator
Google,No,No,0,India,Select,No,Interested in other courses,Mumbai,Modified,1,Junior Developer
Google,No,No,0,India,Human Resource Management,No,Graduation in progress,Mumbai,Modified,2,Data Analyst
Google,No,No,1,India,Finance Management,No,Will revert after reading the email,Mumbai,Modified,5,COO
Referral Sites,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,Email Opened,1,Junior Developer
Google,No,No,1,India,Supply Chain Management,No,Will revert after reading the email,Mumbai,Modified,2,Data Analyst
Referral Sites,No,No,1,India,Operations Management,No,Will revert after reading the email,Mumbai,Email Opened,2,Software Engineer
Direct Traffic,Yes,No,0,India,Marketing Management,No,Interested in other courses,Mumbai,Modified,1,Associate Analyst
Organic Search,Yes,No,0,India,Select,No,,Mumbai,Modified,1,Junior Developer
Olark Chat,No,No,0,,Select,No,,,Email Opened,3,Team Lead
Direct Traffic,No,No,0,India,Healthcare Management,No,Ringing,Mumbai,Modified,1,Assistant Coordinator
Google,No,No,0,India,Finance Management,No,Ringing,Mumbai,Email Opened,3,Team Lead
Google,No,No,0,India,Select,No,Interested in other courses,Mumbai,Modified,2,Business Consultant
Organic Search,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,Email Opened,2,Technical Specialist
Olark Chat,No,No,0,Bangladesh,Healthcare Management,No,Interested in other courses,Other Cities,Modified,1,Junior Developer
Google,No,No,0,India,Finance Management,No,,Mumbai,Olark Chat Conversation,2,Technical Specialist
Direct Traffic,No,No,0,Bangladesh,International Business,No,Interested  in full time MBA,Other Cities,Modified,2,Technical Specialist
Direct Traffic,No,No,1,India,Marketing Management,No,Will revert after reading the email,Mumbai,Email Opened,4,Head of Marketing
Olark Chat,No,No,0,India,Select,No,Interested in other courses,Mumbai,Modified,1,Associate Analyst
Referral Sites,No,No,0,India,Select,No,,Mumbai,Email Link Clicked,2,Software Engineer
Olark Chat,No,No,0,,Select,No,,,Email Opened,3,Team Lead
Reference,No,No,1,India,"Banking, Investment And Insurance",No,Will revert after reading the email,Mumbai,Email Opened,4,Senior Strategy Director
Google,No,No,0,India,Select,No,Ringing,Mumbai,Modified,3,Team Lead
Google,No,No,0,India,Media and Advertising,No,Busy,Mumbai,Email Opened,2,Technical Specialist
Olark Chat,No,No,0,India,Select,No,Diploma holder (Not Eligible),Mumbai,Modified,3,Marketing Manager
Google,No,No,0,India,"Banking, Investment And Insurance",No,Diploma holder (Not Eligible),Mumbai,Modified,4,Senior Strategy Director
Direct Traffic,No,No,0,India,Select,No,,Mumbai,Modified,2,Data Analyst
Google,No,No,0,India,Select,No,,Mumbai,Modified,3,Project Manager
Referral Sites,No,No,0,India,Select,No,,Mumbai,Modified,4,Senior Strategy Director
Google,No,No,0,India,Business Administration,No,,Mumbai,Email Opened,2,Business Consultant
Olark Chat,No,No,0,India,Select,No,Ringing,Mumbai,Modified,1,Assistant Coordinator
Organic Search,No,No,1,India,Operations Management,No,Will revert after reading the email,Mumbai,Email Opened,2,Software Engineer
Referral Sites,No,No,0,India,Select,No,,Mumbai,Email Opened,5,COO
Google,No,No,0,India,Finance Management,No,Interested in other courses,Mumbai,Modified,4,Vice President
Reference,No,No,1,India,Media and Advertising,No,Will revert after reading the email,Mumbai,Modified,4,Vice President
Olark Chat,No,No,0,India,Select,No,invalid number,Mumbai,Modified,1,Junior Developer
Google,No,No,1,India,Supply Chain Management,No,Will revert after reading the email,Mumbai,Email Opened,4,Vice President
Olark Chat,No,No,0,India,Select,No,Interested in other courses,Mumbai,Modified,3,Operations Manager
Organic Search,No,No,0,India,Select,No,,Mumbai,Modified,1,Assistant Coordinator
Reference,No,No,1,India,Human Resource Management,No,Closed by Horizzon,Mumbai,Email Link Clicked,2,Technical Specialist
Organic Search,No,No,0,India,Select,No,,Mumbai,Modified,3,Team Lead
Google,No,No,0,India,Select,No,,Mumbai,Email Opened,1,Associate Analyst
Referral Sites,No,No,1,Bangladesh,International Business,No,Will revert after reading the email,Other Cities,Email Opened,4,Senior Strategy Director
Direct Traffic,No,No,0,India,Human Resource Management,No,Ringing,Mumbai,Email Opened,4,Vice President
Olark Chat,No,No,1,Bangladesh,Finance Management,No,Will revert after reading the email,Other Cities,Unreachable,3,Marketing Manager
Google,No,No,0,India,Operations Management,No,,Mumbai,Email Opened,2,Business Consultant
Olark Chat,No,No,0,India,Select,No,Interested in other courses,Mumbai,Modified,2,Software Engineer
Referral Sites,No,No,0,India,Select,No,,Mumbai,Email Opened,2,Business Consultant
Organic Search,No,No,0,India,Select,No,,Mumbai,Modified,3,Operations Manager
Organic Search,No,No,0,India,Operations Management,No,,Mumbai,Email Opened,2,Data Analyst
Reference,No,No,1,India,Healthcare Management,No,Will revert after reading the email,Mumbai,Modified,3,Operations Manager
Referral Sites,No,No,0,India,Select,No,,Mumbai,Page Visited on Website,3,Project Manager
Olark Chat,No,No,0,,Select,No,,,Email Opened,3,Operations Manager
Referral Sites,No,No,0,India,Select,No,,Mumbai,Modified,3,Marketing Manager
Olark Chat,No,No,0,,Select,No,,,Olark Chat Conversation,4,Director of Operations
Reference,No,No,1,India,Supply Chain Management,No,Will revert after reading the email,Mumbai,Modified,2,Business Consultant
Google,No,No,1,India,Finance Management,No,Will revert after reading the email,Mumbai,Email Opened,1,Associate Analyst
Google,No,No,0,India,Rural and Agribusiness,No,,Mumbai,Email Link Clicked,5,CEO
Referral Sites,No,No,0,India,Select,No,,Mumbai,Email Opened,4,Head of Marketing
Welingak Website,No,No,1,India,Human Resource Management,No,Closed by Horizzon,Mumbai,Modified,2,Technical Specialist
Organic Search,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,Modified,4,Vice President
Referral Sites,No,No,0,India,Select,No,Interested in other courses,Mumbai,Modified,3,Marketing Manager
Google,No,No,0,India,Human Resource Management,No,,Mumbai,Modified,2,Technical Specialist
Organic Search,No,No,1,India,Select,No,,Mumbai,Page Visited on Website,2,Technical Specialist
Google,No,No,0,India,Select,No,,Mumbai,Email Opened,3,Project Manager
Google,No,No,1,Bangladesh,Supply Chain Management,No,Will revert after reading the email,Other Cities,Modified,2,Data Analyst
Olark Chat,No,No,0,,Select,No,,,Modified,1,Associate Analyst
Olark Chat,Yes,No,0,,Select,No,,,Modified,3,Team Lead
Organic Search,No,No,0,Bangladesh,E-COMMERCE,No,,Other Cities,Email Opened,2,Software Engineer
Olark Chat,No,No,0,,Select,No,,,Email Opened,3,Team Lead
Direct Traffic,No,No,0,India,IT Projects Management,No,Ringing,Mumbai,Email Opened,2,Software Engineer
Google,No,No,1,India,Marketing Management,No,Will revert after reading the email,Mumbai,Email Opened,1,Assistant Coordinator
Referral Sites,No,No,0,India,Select,No,,Mumbai,Email Opened,2,Technical Specialist
Google,No,No,0,India,"Banking, Investment And Insurance",No,Ringing,Mumbai,Modified,2,Software Engineer
Direct Traffic,No,No,0,India,Human Resource Management,No,,Mumbai,Email Opened,1,Junior Developer
Google,No,No,0,India,Select,No,,Mumbai,Email Opened,5,CTO
Google,No,No,0,India,Select,No,,Mumbai,Email Opened,1,Assistant Coordinator
Olark Chat,No,No,0,India,Select,No,,Mumbai,Modified,2,Technical Specialist
Google,No,No,1,India,IT Projects Management,No,Closed by Horizzon,Mumbai,Email Opened,3,Marketing Manager
Referral Sites,No,No,0,India,Select,No,,Mumbai,Email Opened,3,Team Lead
Google,No,No,0,India,Marketing Management,No,,Mumbai,Page Visited on Website,2,Data Analyst
Olark Chat,No,No,0,,Select,No,,,Email Opened,3,Team Lead
Google,No,No,1,India,Marketing Management,No,Will revert after reading the email,Mumbai,Had a Phone Conversation,2,Business Consultant
Google,No,No,0,India,Select,No,,Mumbai,Email Opened,2,Data Analyst
Olark Chat,No,No,0,,Select,No,,,Unreachable,2,Software Engineer
Olark Chat,No,No,0,,Select,No,,,Modified,1,Associate Analyst
Direct Traffic,Yes,No,1,India,Business Administration,No,Will revert after reading the email,Mumbai,Unsubscribed,3,Team Lead
Organic Search,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,Email Opened,4,Vice President
Olark Chat,No,No,0,India,Select,No,Already a student,Mumbai,Modified,2,Software Engineer
Google,No,No,0,India,Select,No,Ringing,Mumbai,Email Opened,1,Associate Analyst
Organic Search,No,No,1,India,Select,No,Will revert after reading the email,Mumbai,Modified,4,Vice President
Referral Sites,No,No,1,India,Select,No,Will revert after reading the email,Mumbai,Modified,4,Head of Marketing
Google,No,No,1,India,Marketing Management,No,Will revert after reading the email,Mumbai,Email Opened,1,Intern
Organic Search,No,No,1,India,Select,No,Interested in other courses,Mumbai,Email Opened,2,Technical Specialist
Google,No,No,0,India,Marketing Management,No,,Mumbai,Modified,1,Assistant Coordinator
Organic Search,No,No,0,India,Select,No,Ringing,Mumbai,Email Opened,2,Data Analyst
Organic Search,No,No,0,Ghana,Select,No,,,Email Opened,2,Business Consultant
Direct Traffic,Yes,No,0,India,Media and Advertising,No,Ringing,Mumbai,Unsubscribed,3,Team Lead
Referral Sites,No,No,0,India,Select,No,Ringing,Mumbai,Modified,3,Project Manager
Organic Search,No,No,0,India,Select,No,Busy,Mumbai,Email Opened,2,Business Consultant
Organic Search,No,No,0,India,Select,No,Ringing,Mumbai,Modified,1,Assistant Coordinator
Referral Sites,No,No,0,India,Select,No,Busy,Mumbai,Email Opened,1,Junior Developer
Organic Search,Yes,No,0,India,Select,No,number not provided,Mumbai,Email Bounced,3,Project Manager
Google,No,No,0,India,Marketing Management,No,Ringing,Mumbai,Email Opened,1,Intern
Google,No,No,0,India,"Banking, Investment And Insurance",No,Ringing,Mumbai,Modified,4,Senior Strategy Director
Referral Sites,No,No,0,India,Operations Management,No,,Mumbai,Email Opened,1,Intern
Google,No,No,0,India,Media and Advertising,No,switched off,Mumbai,Modified,4,Senior Strategy Director
Direct Traffic,No,No,0,India,Marketing Management,No,switched off,Mumbai,Email Opened,2,Technical Specialist
Direct Traffic,No,No,1,India,Finance Management,No,Ringing,Mumbai,Email Opened,2,Software Engineer
Organic Search,No,No,0,India,Hospitality Management,No,Interested in other courses,Mumbai,Email Opened,4,Director of Operations
Referral Sites,No,No,0,India,Select,No,Interested in other courses,Mumbai,Modified,3,Operations Manager
Organic Search,Yes,No,0,India,Travel and Tourism,No,Ringing,Mumbai,Modified,3,Team Lead
Google,No,No,1,India,Select,No,Will revert after reading the email,Mumbai,Modified,3,Operations Manager
Organic Search,No,No,0,India,Services Excellence,No,,Mumbai,Modified,2,Data Analyst
Google,No,No,0,India,Operations Management,No,,Mumbai,Page Visited on Website,3,Marketing Manager
Organic Search,No,No,0,India,Operations Management,No,Will revert after reading the email,Mumbai,Modified,4,Head of Marketing
Google,No,No,1,India,Marketing Management,No,Will revert after reading the email,Mumbai,Modified,2,Business Consultant
Direct Traffic,No,No,0,Bangladesh,Operations Management,No,,Other Cities,Email Opened,4,Head of Marketing
Organic Search,No,No,0,India,Select,No,Ringing,Mumbai,Modified,2,Business Consultant
Direct Traffic,No,No,0,Bangladesh,Human Resource Management,No,Ringing,Other Cities,Email Opened,1,Assistant Coordinator
Organic Search,No,No,0,India,Select,No,Interested in other courses,Mumbai,Email Opened,2,Data Analyst
Google,No,No,0,India,Marketing Management,No,Ringing,Mumbai,Email Opened,3,Marketing Manager
Direct Traffic,No,No,0,India,Finance Management,No,Already a student,Mumbai,Email Link Clicked,1,Intern
Olark Chat,No,No,0,India,Select,No,Interested in other courses,Mumbai,Modified,1,Junior Developer
Google,No,No,1,India,E-Business,No,Will revert after reading the email,Mumbai,Modified,2,Data Analyst
Organic Search,Yes,No,0,Bangladesh,Rural and Agribusiness,No,Not doing further education,Other Cities,Email Bounced,2,Software Engineer
Google,No,No,0,India,Select,No,,Mumbai,Modified,3,Operations Manager
Google,No,No,0,India,Supply Chain Management,No,,Mumbai,Email Opened,4,Vice President
Referral Sites,No,No,0,India,Select,No,switched off,Mumbai,Modified,1,Junior Developer
Direct Traffic,No,No,1,Bangladesh,E-Business,No,Will revert after reading the email,Other Cities,Email Opened,1,Associate Analyst
Referral Sites,No,No,0,India,Select,No,,Mumbai,Email Opened,1,Assistant Coordinator
Google,No,No,0,India,Operations Management,No,switched off,Mumbai,Modified,1,Intern
Reference,No,No,1,India,"Banking, Investment And Insurance",No,Will revert after reading the email,Mumbai,Modified,4,Senior Strategy Director
Welingak Website,No,No,1,India,Select,No,,Mumbai,Modified,4,Vice President
Reference,No,No,1,India,Operations Management,No,Closed by Horizzon,Mumbai,Email Opened,3,Operations Manager
Welingak Website,No,No,1,India,Select,No,Closed by Horizzon,Mumbai,Olark Chat Conversation,2,Business Consultant
Organic Search,No,No,0,India,Marketing Management,No,Interested in other courses,Mumbai,Modified,2,Software Engineer
Direct Traffic,No,No,0,India,Business Administration,No,Ringing,Mumbai,Email Opened,2,Software Engineer
Google,No,No,1,India,IT Projects Management,No,Will revert after reading the email,Mumbai,Modified,1,Associate Analyst
Direct Traffic,No,No,0,India,Operations Management,No,,Mumbai,Modified,2,Technical Specialist
Reference,No,No,1,India,Marketing Management,No,Will revert after reading the email,Mumbai,Page Visited on Website,2,Business Consultant
Google,No,No,0,India,Select,No,,Mumbai,Page Visited on Website,1,Junior Developer
Referral Sites,No,No,0,India,Select,No,,Mumbai,Modified,1,Intern
Google,No,No,0,India,Finance Management,No,Ringing,Mumbai,Modified,2,Data Analyst
Google,No,No,0,India,Select,No,,Mumbai,Modified,4,Vice President
Google,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,Email Opened,3,Project Manager
